id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2978373,tongzhou_aq,2018-04-29 03:00:00,69.0,125.0,35.0,0.6,98.0,18.0
2978374,shunyi_aq,2018-04-29 03:00:00,101.0,,34.0,1.1,125.0,15.0
2978375,pingchang_aq,2018-04-29 03:00:00,181.0,216.0,36.0,0.9,141.0,6.0
2978376,mentougou_aq,2018-04-29 03:00:00,218.0,236.0,60.0,1.2,161.0,7.0
2978377,pinggu_aq,2018-04-29 03:00:00,80.0,92.0,29.0,0.8,130.0,17.0
2978378,huairou_aq,2018-04-29 03:00:00,101.0,116.0,33.0,0.8,103.0,8.0
2978379,miyun_aq,2018-04-29 03:00:00,103.0,122.0,33.0,0.9,129.0,8.0
2978380,yanqin_aq,2018-04-29 03:00:00,138.0,164.0,49.0,0.8,130.0,12.0
2978381,dingling_aq,2018-04-29 03:00:00,192.0,214.0,85.0,1.2,100.0,5.0
2978382,badaling_aq,2018-04-29 03:00:00,84.0,131.0,32.0,0.7,157.0,14.0
2978383,miyunshuiku_aq,2018-04-29 03:00:00,117.0,124.0,24.0,0.8,147.0,7.0
2978384,donggaocun_aq,2018-04-29 03:00:00,78.0,92.0,28.0,0.7,118.0,20.0
2978385,yongledian_aq,2018-04-29 03:00:00,83.0,122.0,31.0,1.0,123.0,18.0
2978386,yufa_aq,2018-04-29 03:00:00,105.0,155.0,34.0,0.8,97.0,31.0
2978387,liulihe_aq,2018-04-29 03:00:00,160.0,245.0,44.0,0.9,109.0,16.0
2978388,qianmen_aq,2018-04-29 03:00:00,122.0,194.0,100.0,1.0,55.0,15.0
2978389,yongdingmennei_aq,2018-04-29 03:00:00,123.0,177.0,140.0,1.5,60.0,19.0
2978390,xizhimenbei_aq,2018-04-29 03:00:00,311.0,,119.0,1.4,68.0,14.0
2978391,nansanhuan_aq,2018-04-29 03:00:00,119.0,200.0,110.0,1.1,33.0,12.0
2978392,dongsihuan_aq,2018-04-29 03:00:00,115.0,168.0,108.0,1.0,41.0,14.0
2978414,dongsi_aq,2018-04-29 04:00:00,128.0,143.0,86.0,1.0,84.0,10.0
2978415,tiantan_aq,2018-04-29 04:00:00,,6.0,60.0,0.9,85.0,10.0
2978416,guanyuan_aq,2018-04-29 04:00:00,221.0,,95.0,1.1,96.0,11.0
2978417,wanshouxigong_aq,2018-04-29 04:00:00,127.0,193.0,68.0,1.2,80.0,9.0
2978418,aotizhongxin_aq,2018-04-29 04:00:00,193.0,,117.0,1.1,66.0,6.0
2978419,nongzhanguan_aq,2018-04-29 04:00:00,108.0,150.0,73.0,0.9,80.0,10.0
2978420,wanliu_aq,2018-04-29 04:00:00,266.0,285.0,81.0,1.3,152.0,2.0
2978421,beibuxinqu_aq,2018-04-29 04:00:00,185.0,281.0,48.0,1.4,169.0,7.0
2978422,zhiwuyuan_aq,2018-04-29 04:00:00,,,,,,
2978423,fengtaihuayuan_aq,2018-04-29 04:00:00,186.0,212.0,87.0,1.3,95.0,10.0
2978424,yungang_aq,2018-04-29 04:00:00,229.0,,58.0,1.2,162.0,9.0
2978425,gucheng_aq,2018-04-29 04:00:00,252.0,,81.0,1.3,155.0,8.0
2978426,fangshan_aq,2018-04-29 04:00:00,142.0,196.0,55.0,1.0,107.0,8.0
2978427,daxing_aq,2018-04-29 04:00:00,118.0,186.0,57.0,0.5,76.0,14.0
2978428,yizhuang_aq,2018-04-29 04:00:00,72.0,124.0,41.0,0.8,109.0,21.0
2978429,tongzhou_aq,2018-04-29 04:00:00,78.0,140.0,35.0,0.7,110.0,16.0
2978430,shunyi_aq,2018-04-29 04:00:00,91.0,108.0,31.0,1.1,140.0,14.0
2978431,pingchang_aq,2018-04-29 04:00:00,158.0,172.0,29.0,0.9,159.0,8.0
2978432,mentougou_aq,2018-04-29 04:00:00,213.0,236.0,55.0,1.2,205.0,8.0
2978433,pinggu_aq,2018-04-29 04:00:00,86.0,,26.0,0.8,151.0,20.0
2978434,huairou_aq,2018-04-29 04:00:00,99.0,141.0,32.0,0.8,120.0,10.0
2978435,miyun_aq,2018-04-29 04:00:00,88.0,106.0,29.0,0.8,135.0,8.0
2978436,yanqin_aq,2018-04-29 04:00:00,119.0,157.0,44.0,0.9,141.0,19.0
2978437,dingling_aq,2018-04-29 04:00:00,175.0,179.0,51.0,1.0,160.0,7.0
2978438,badaling_aq,2018-04-29 04:00:00,82.0,,33.0,0.7,148.0,13.0
2978439,miyunshuiku_aq,2018-04-29 04:00:00,110.0,128.0,25.0,0.8,154.0,8.0
2978440,donggaocun_aq,2018-04-29 04:00:00,88.0,108.0,28.0,0.8,138.0,26.0
2978441,yongledian_aq,2018-04-29 04:00:00,86.0,125.0,30.0,1.1,154.0,17.0
2978442,yufa_aq,2018-04-29 04:00:00,115.0,188.0,27.0,0.8,127.0,28.0
2978443,liulihe_aq,2018-04-29 04:00:00,163.0,247.0,34.0,0.9,147.0,14.0
2978444,qianmen_aq,2018-04-29 04:00:00,122.0,170.0,83.0,1.0,80.0,15.0
2978445,yongdingmennei_aq,2018-04-29 04:00:00,120.0,143.0,114.0,1.1,97.0,25.0
2978446,xizhimenbei_aq,2018-04-29 04:00:00,257.0,,132.0,1.3,62.0,13.0
2978447,nansanhuan_aq,2018-04-29 04:00:00,117.0,193.0,111.0,1.1,56.0,13.0
2978448,dongsihuan_aq,2018-04-29 04:00:00,104.0,200.0,109.0,1.0,52.0,13.0
2978470,dongsi_aq,2018-04-29 05:00:00,118.0,122.0,53.0,0.9,131.0,14.0
2978471,tiantan_aq,2018-04-29 05:00:00,,953.0,44.0,0.9,126.0,14.0
2978472,guanyuan_aq,2018-04-29 05:00:00,191.0,,81.0,1.0,125.0,13.0
2978473,wanshouxigong_aq,2018-04-29 05:00:00,126.0,181.0,53.0,1.1,114.0,11.0
2978474,aotizhongxin_aq,2018-04-29 05:00:00,148.0,,86.0,0.9,102.0,8.0
2978475,nongzhanguan_aq,2018-04-29 05:00:00,99.0,130.0,60.0,0.8,102.0,13.0
2978476,wanliu_aq,2018-04-29 05:00:00,194.0,204.0,84.0,1.1,147.0,2.0
2978477,beibuxinqu_aq,2018-04-29 05:00:00,213.0,305.0,62.0,1.5,188.0,8.0
2978478,zhiwuyuan_aq,2018-04-29 05:00:00,,,,,,
2978479,fengtaihuayuan_aq,2018-04-29 05:00:00,201.0,,72.0,1.2,120.0,10.0
2978480,yungang_aq,2018-04-29 05:00:00,152.0,176.0,49.0,1.0,147.0,10.0
2978481,gucheng_aq,2018-04-29 05:00:00,226.0,,84.0,1.2,150.0,8.0
2978482,fangshan_aq,2018-04-29 05:00:00,145.0,205.0,45.0,0.9,150.0,13.0
2978483,daxing_aq,2018-04-29 05:00:00,108.0,157.0,52.0,0.5,82.0,20.0
2978484,yizhuang_aq,2018-04-29 05:00:00,71.0,118.0,36.0,0.8,131.0,17.0
2978485,tongzhou_aq,2018-04-29 05:00:00,81.0,146.0,27.0,0.7,122.0,19.0
2978486,shunyi_aq,2018-04-29 05:00:00,101.0,,31.0,1.1,162.0,16.0
2978487,pingchang_aq,2018-04-29 05:00:00,198.0,247.0,41.0,1.0,176.0,9.0
2978488,mentougou_aq,2018-04-29 05:00:00,213.0,227.0,65.0,1.2,207.0,8.0
2978489,pinggu_aq,2018-04-29 05:00:00,90.0,112.0,24.0,0.9,182.0,21.0
2978490,huairou_aq,2018-04-29 05:00:00,103.0,121.0,21.0,0.8,163.0,12.0
2978491,miyun_aq,2018-04-29 05:00:00,81.0,111.0,25.0,0.8,158.0,11.0
2978492,yanqin_aq,2018-04-29 05:00:00,111.0,424.0,29.0,0.7,147.0,13.0
2978493,dingling_aq,2018-04-29 05:00:00,169.0,182.0,52.0,1.0,176.0,8.0
2978494,badaling_aq,2018-04-29 05:00:00,,,26.0,0.4,109.0,4.0
2978495,miyunshuiku_aq,2018-04-29 05:00:00,93.0,114.0,22.0,0.7,164.0,8.0
2978496,donggaocun_aq,2018-04-29 05:00:00,94.0,113.0,24.0,0.8,168.0,25.0
2978497,yongledian_aq,2018-04-29 05:00:00,92.0,139.0,30.0,1.1,192.0,19.0
2978498,yufa_aq,2018-04-29 05:00:00,111.0,149.0,25.0,0.8,151.0,22.0
2978499,liulihe_aq,2018-04-29 05:00:00,180.0,266.0,27.0,1.0,185.0,12.0
2978500,qianmen_aq,2018-04-29 05:00:00,117.0,156.0,66.0,0.9,122.0,20.0
2978501,yongdingmennei_aq,2018-04-29 05:00:00,110.0,172.0,97.0,1.0,130.0,30.0
2978502,xizhimenbei_aq,2018-04-29 05:00:00,166.0,,95.0,1.1,88.0,18.0
2978503,nansanhuan_aq,2018-04-29 05:00:00,116.0,184.0,109.0,1.0,65.0,15.0
2978504,dongsihuan_aq,2018-04-29 05:00:00,85.0,182.0,95.0,1.0,77.0,16.0
2978526,dongsi_aq,2018-04-29 06:00:00,101.0,109.0,46.0,0.9,147.0,17.0
2978527,tiantan_aq,2018-04-29 06:00:00,,295.0,46.0,0.8,117.0,15.0
2978528,guanyuan_aq,2018-04-29 06:00:00,,138.0,59.0,0.9,161.0,16.0
2978529,wanshouxigong_aq,2018-04-29 06:00:00,100.0,156.0,49.0,1.0,112.0,14.0
2978530,aotizhongxin_aq,2018-04-29 06:00:00,114.0,,55.0,0.8,146.0,12.0
2978531,nongzhanguan_aq,2018-04-29 06:00:00,84.0,122.0,48.0,0.8,129.0,15.0
2978532,wanliu_aq,2018-04-29 06:00:00,138.0,,60.0,0.9,173.0,2.0
2978533,beibuxinqu_aq,2018-04-29 06:00:00,239.0,277.0,87.0,1.6,185.0,7.0
2978534,zhiwuyuan_aq,2018-04-29 06:00:00,,,,,,
2978535,fengtaihuayuan_aq,2018-04-29 06:00:00,133.0,150.0,55.0,1.0,122.0,15.0
2978536,yungang_aq,2018-04-29 06:00:00,120.0,142.0,39.0,0.9,162.0,15.0
2978537,gucheng_aq,2018-04-29 06:00:00,162.0,,76.0,0.9,126.0,9.0
2978538,fangshan_aq,2018-04-29 06:00:00,124.0,179.0,36.0,0.9,192.0,17.0
2978539,daxing_aq,2018-04-29 06:00:00,102.0,176.0,39.0,0.5,125.0,25.0
2978540,yizhuang_aq,2018-04-29 06:00:00,85.0,137.0,40.0,0.9,137.0,19.0
2978541,tongzhou_aq,2018-04-29 06:00:00,89.0,143.0,28.0,0.8,151.0,23.0
2978542,shunyi_aq,2018-04-29 06:00:00,96.0,133.0,26.0,1.1,181.0,18.0
2978543,pingchang_aq,2018-04-29 06:00:00,192.0,229.0,65.0,1.0,158.0,9.0
2978544,mentougou_aq,2018-04-29 06:00:00,182.0,204.0,63.0,1.1,190.0,7.0
2978545,pinggu_aq,2018-04-29 06:00:00,90.0,113.0,21.0,0.9,212.0,20.0
2978546,huairou_aq,2018-04-29 06:00:00,93.0,147.0,20.0,0.8,184.0,11.0
2978547,miyun_aq,2018-04-29 06:00:00,80.0,102.0,22.0,0.8,191.0,13.0
2978548,yanqin_aq,2018-04-29 06:00:00,,,22.0,0.4,95.0,3.0
2978549,dingling_aq,2018-04-29 06:00:00,187.0,208.0,65.0,1.1,178.0,8.0
2978550,badaling_aq,2018-04-29 06:00:00,250.0,2030.0,22.0,0.3,95.0,2.0
2978551,miyunshuiku_aq,2018-04-29 06:00:00,88.0,107.0,18.0,0.7,186.0,9.0
2978552,donggaocun_aq,2018-04-29 06:00:00,86.0,109.0,22.0,0.7,181.0,22.0
2978553,yongledian_aq,2018-04-29 06:00:00,90.0,163.0,25.0,1.2,234.0,18.0
2978554,yufa_aq,2018-04-29 06:00:00,,172.0,,0.9,185.0,19.0
2978555,liulihe_aq,2018-04-29 06:00:00,148.0,184.0,25.0,0.9,184.0,16.0
2978556,qianmen_aq,2018-04-29 06:00:00,100.0,163.0,78.0,0.9,103.0,21.0
2978557,yongdingmennei_aq,2018-04-29 06:00:00,90.0,131.0,98.0,1.0,122.0,29.0
2978558,xizhimenbei_aq,2018-04-29 06:00:00,151.0,,74.0,1.0,126.0,18.0
2978559,nansanhuan_aq,2018-04-29 06:00:00,79.0,165.0,100.0,0.9,74.0,19.0
2978560,dongsihuan_aq,2018-04-29 06:00:00,73.0,150.0,80.0,0.9,107.0,18.0
2978582,dongsi_aq,2018-04-29 07:00:00,94.0,137.0,38.0,0.9,166.0,19.0
2978583,tiantan_aq,2018-04-29 07:00:00,,145.0,35.0,0.9,144.0,18.0
2978584,guanyuan_aq,2018-04-29 07:00:00,,101.0,43.0,0.8,169.0,20.0
2978585,wanshouxigong_aq,2018-04-29 07:00:00,95.0,168.0,38.0,1.1,141.0,18.0
2978586,aotizhongxin_aq,2018-04-29 07:00:00,95.0,,48.0,0.7,158.0,15.0
2978587,nongzhanguan_aq,2018-04-29 07:00:00,87.0,157.0,45.0,0.8,145.0,15.0
2978588,wanliu_aq,2018-04-29 07:00:00,127.0,149.0,56.0,0.8,168.0,2.0
2978589,beibuxinqu_aq,2018-04-29 07:00:00,174.0,228.0,85.0,1.4,161.0,7.0
2978590,zhiwuyuan_aq,2018-04-29 07:00:00,,,,,,
2978591,fengtaihuayuan_aq,2018-04-29 07:00:00,147.0,,37.0,1.0,166.0,21.0
2978592,yungang_aq,2018-04-29 07:00:00,117.0,150.0,26.0,1.0,228.0,17.0
2978593,gucheng_aq,2018-04-29 07:00:00,145.0,,54.0,0.9,174.0,11.0
2978594,fangshan_aq,2018-04-29 07:00:00,106.0,186.0,30.0,0.9,220.0,18.0
2978595,daxing_aq,2018-04-29 07:00:00,114.0,209.0,39.0,0.6,156.0,24.0
2978596,yizhuang_aq,2018-04-29 07:00:00,92.0,152.0,31.0,1.0,181.0,20.0
2978597,tongzhou_aq,2018-04-29 07:00:00,102.0,177.0,28.0,0.8,180.0,24.0
2978598,shunyi_aq,2018-04-29 07:00:00,100.0,122.0,24.0,1.1,198.0,19.0
2978599,pingchang_aq,2018-04-29 07:00:00,147.0,176.0,48.0,0.8,171.0,9.0
2978600,mentougou_aq,2018-04-29 07:00:00,139.0,171.0,58.0,1.0,173.0,10.0
2978601,pinggu_aq,2018-04-29 07:00:00,81.0,100.0,20.0,0.8,221.0,18.0
2978602,huairou_aq,2018-04-29 07:00:00,98.0,158.0,21.0,0.8,197.0,12.0
2978603,miyun_aq,2018-04-29 07:00:00,87.0,117.0,27.0,0.9,206.0,12.0
2978604,yanqin_aq,2018-04-29 07:00:00,321.0,1826.0,24.0,0.3,101.0,2.0
2978605,dingling_aq,2018-04-29 07:00:00,174.0,,80.0,1.1,166.0,10.0
2978606,badaling_aq,2018-04-29 07:00:00,226.0,1541.0,20.0,0.3,97.0,2.0
2978607,miyunshuiku_aq,2018-04-29 07:00:00,87.0,113.0,16.0,0.7,211.0,10.0
2978608,donggaocun_aq,2018-04-29 07:00:00,91.0,110.0,22.0,0.7,198.0,20.0
2978609,yongledian_aq,2018-04-29 07:00:00,3.0,147.0,22.0,1.2,250.0,16.0
2978610,yufa_aq,2018-04-29 07:00:00,,182.0,,0.9,198.0,17.0
2978611,liulihe_aq,2018-04-29 07:00:00,136.0,197.0,22.0,0.9,218.0,16.0
2978612,qianmen_aq,2018-04-29 07:00:00,92.0,171.0,62.0,0.9,135.0,24.0
2978613,yongdingmennei_aq,2018-04-29 07:00:00,92.0,176.0,75.0,1.0,164.0,34.0
2978614,xizhimenbei_aq,2018-04-29 07:00:00,126.0,,72.0,0.9,120.0,18.0
2978615,nansanhuan_aq,2018-04-29 07:00:00,83.0,147.0,91.0,1.0,100.0,22.0
2978616,dongsihuan_aq,2018-04-29 07:00:00,74.0,142.0,77.0,1.0,134.0,18.0
2978638,dongsi_aq,2018-04-29 08:00:00,110.0,161.0,40.0,0.9,174.0,21.0
2978639,tiantan_aq,2018-04-29 08:00:00,,6.0,39.0,0.9,154.0,17.0
2978640,guanyuan_aq,2018-04-29 08:00:00,93.0,148.0,40.0,0.9,194.0,25.0
2978641,wanshouxigong_aq,2018-04-29 08:00:00,120.0,203.0,44.0,1.6,143.0,17.0
2978642,aotizhongxin_aq,2018-04-29 08:00:00,100.0,113.0,39.0,0.7,181.0,20.0
2978643,nongzhanguan_aq,2018-04-29 08:00:00,106.0,165.0,42.0,0.9,165.0,17.0
2978644,wanliu_aq,2018-04-29 08:00:00,114.0,150.0,49.0,0.8,189.0,2.0
2978645,beibuxinqu_aq,2018-04-29 08:00:00,139.0,211.0,66.0,1.2,164.0,9.0
2978646,zhiwuyuan_aq,2018-04-29 08:00:00,,,,,,
2978647,fengtaihuayuan_aq,2018-04-29 08:00:00,114.0,176.0,31.0,1.0,196.0,20.0
2978648,yungang_aq,2018-04-29 08:00:00,126.0,157.0,25.0,0.9,218.0,14.0
2978649,gucheng_aq,2018-04-29 08:00:00,139.0,155.0,37.0,0.9,225.0,12.0
2978650,fangshan_aq,2018-04-29 08:00:00,105.0,185.0,37.0,1.0,202.0,14.0
2978651,daxing_aq,2018-04-29 08:00:00,116.0,208.0,31.0,0.7,179.0,18.0
2978652,yizhuang_aq,2018-04-29 08:00:00,90.0,156.0,31.0,1.0,196.0,18.0
2978653,tongzhou_aq,2018-04-29 08:00:00,100.0,168.0,21.0,0.8,209.0,19.0
2978654,shunyi_aq,2018-04-29 08:00:00,106.0,139.0,26.0,1.2,211.0,23.0
2978655,pingchang_aq,2018-04-29 08:00:00,116.0,138.0,43.0,0.8,175.0,10.0
2978656,mentougou_aq,2018-04-29 08:00:00,144.0,184.0,45.0,1.0,230.0,9.0
2978657,pinggu_aq,2018-04-29 08:00:00,84.0,135.0,20.0,0.9,243.0,16.0
2978658,huairou_aq,2018-04-29 08:00:00,108.0,165.0,27.0,0.8,206.0,12.0
2978659,miyun_aq,2018-04-29 08:00:00,95.0,128.0,25.0,1.0,222.0,14.0
2978660,yanqin_aq,2018-04-29 08:00:00,229.0,942.0,36.0,0.8,204.0,5.0
2978661,dingling_aq,2018-04-29 08:00:00,126.0,131.0,68.0,0.9,170.0,11.0
2978662,badaling_aq,2018-04-29 08:00:00,162.0,1093.0,33.0,0.6,172.0,4.0
2978663,miyunshuiku_aq,2018-04-29 08:00:00,90.0,143.0,18.0,0.8,221.0,10.0
2978664,donggaocun_aq,2018-04-29 08:00:00,87.0,109.0,22.0,0.8,227.0,19.0
2978665,yongledian_aq,2018-04-29 08:00:00,80.0,88.0,23.0,1.2,263.0,17.0
2978666,yufa_aq,2018-04-29 08:00:00,93.0,153.0,18.0,0.9,209.0,18.0
2978667,liulihe_aq,2018-04-29 08:00:00,131.0,202.0,22.0,0.9,222.0,16.0
2978668,qianmen_aq,2018-04-29 08:00:00,109.0,194.0,66.0,0.9,142.0,24.0
2978669,yongdingmennei_aq,2018-04-29 08:00:00,115.0,178.0,91.0,1.1,163.0,32.0
2978670,xizhimenbei_aq,2018-04-29 08:00:00,130.0,153.0,62.0,1.0,150.0,21.0
2978671,nansanhuan_aq,2018-04-29 08:00:00,93.0,187.0,109.0,1.0,94.0,20.0
2978672,dongsihuan_aq,2018-04-29 08:00:00,94.0,150.0,49.0,0.9,167.0,20.0
2978694,dongsi_aq,2018-04-29 09:00:00,115.0,171.0,45.0,1.0,185.0,20.0
2978695,tiantan_aq,2018-04-29 09:00:00,,115.0,39.0,1.0,171.0,19.0
2978696,guanyuan_aq,2018-04-29 09:00:00,144.0,192.0,49.0,1.0,192.0,23.0
2978697,wanshouxigong_aq,2018-04-29 09:00:00,118.0,240.0,41.0,1.9,158.0,15.0
