stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
aotizhongxin_aq,2018-05-03 17:00:00,26.0,99.0,62.0,0.5,43.0,6.0
aotizhongxin_aq,2018-05-03 18:00:00,29.0,111.0,75.0,0.6,21.0,4.0
aotizhongxin_aq,2018-05-03 19:00:00,27.0,97.0,104.0,0.4,2.0,3.0
aotizhongxin_aq,2018-05-03 20:00:00,32.0,97.0,102.0,0.5,2.0,2.0
aotizhongxin_aq,2018-05-03 21:00:00,32.0,88.0,91.0,0.4,2.0,2.0
aotizhongxin_aq,2018-05-03 22:00:00,32.0,83.0,88.0,0.4,2.0,2.0
aotizhongxin_aq,2018-05-03 23:00:00,40.0,82.0,84.0,0.5,2.0,4.0
aotizhongxin_aq,2018-05-04 00:00:00,54.0,111.0,85.0,0.6,8.0,5.0
aotizhongxin_aq,2018-05-04 01:00:00,49.0,114.0,70.0,0.6,23.0,5.0
aotizhongxin_aq,2018-05-04 02:00:00,47.0,101.0,61.0,0.5,42.0,7.0
aotizhongxin_aq,2018-05-04 03:00:00,55.0,106.0,62.0,0.6,57.0,7.0
aotizhongxin_aq,2018-05-04 04:00:00,61.0,104.0,65.0,0.6,77.0,7.0
aotizhongxin_aq,2018-05-04 05:00:00,69.0,115.0,81.0,0.7,81.0,6.0
aotizhongxin_aq,2018-05-04 06:00:00,75.0,130.0,90.0,0.7,83.0,8.0
aotizhongxin_aq,2018-05-04 07:00:00,70.0,126.0,49.0,0.6,136.0,10.0
aotizhongxin_aq,2018-05-04 08:00:00,66.0,100.0,27.0,0.6,188.0,11.0
aotizhongxin_aq,2018-05-04 09:00:00,65.0,108.0,24.0,0.6,206.0,13.0
aotizhongxin_aq,2018-05-04 10:00:00,66.0,113.0,24.0,0.6,209.0,15.0
aotizhongxin_aq,2018-05-04 11:00:00,79.0,162.0,29.0,0.7,210.0,17.0
aotizhongxin_aq,2018-05-04 12:00:00,92.0,155.0,33.0,0.8,195.0,17.0
aotizhongxin_aq,2018-05-04 13:00:00,92.0,151.0,39.0,0.9,177.0,16.0
aotizhongxin_aq,2018-05-04 14:00:00,98.0,162.0,55.0,1.1,142.0,14.0
aotizhongxin_aq,2018-05-04 15:00:00,102.0,156.0,61.0,1.3,132.0,15.0
aotizhongxin_aq,2018-05-04 17:00:00,101.0,148.0,84.0,1.1,70.0,11.0
aotizhongxin_aq,2018-05-04 18:00:00,94.0,138.0,101.0,0.9,37.0,8.0
aotizhongxin_aq,2018-05-04 20:00:00,94.0,130.0,94.0,0.9,,8.0
aotizhongxin_aq,2018-05-04 21:00:00,91.0,130.0,115.0,0.7,27.0,7.0
aotizhongxin_aq,2018-05-04 22:00:00,95.0,138.0,129.0,0.9,9.0,6.0
aotizhongxin_aq,2018-05-04 23:00:00,89.0,129.0,83.0,0.9,59.0,6.0
aotizhongxin_aq,2018-05-05 00:00:00,74.0,126.0,67.0,0.8,71.0,6.0
aotizhongxin_aq,2018-05-05 01:00:00,75.0,220.0,51.0,0.6,75.0,3.0
aotizhongxin_aq,2018-05-05 02:00:00,108.0,485.0,39.0,0.5,72.0,2.0
aotizhongxin_aq,2018-05-05 03:00:00,124.0,587.0,31.0,0.4,72.0,2.0
aotizhongxin_aq,2018-05-05 04:00:00,133.0,596.0,18.0,0.3,82.0,2.0
aotizhongxin_aq,2018-05-05 05:00:00,117.0,501.0,16.0,0.2,86.0,2.0
aotizhongxin_aq,2018-05-05 06:00:00,102.0,440.0,24.0,0.3,77.0,2.0
aotizhongxin_aq,2018-05-05 07:00:00,71.0,268.0,20.0,0.2,80.0,2.0
aotizhongxin_aq,2018-05-05 08:00:00,51.0,216.0,23.0,0.2,75.0,2.0
aotizhongxin_aq,2018-05-05 09:00:00,41.0,178.0,27.0,0.2,74.0,2.0
aotizhongxin_aq,2018-05-05 10:00:00,38.0,173.0,28.0,0.3,73.0,2.0
aotizhongxin_aq,2018-05-05 11:00:00,36.0,145.0,44.0,0.4,59.0,2.0
aotizhongxin_aq,2018-05-05 12:00:00,41.0,151.0,56.0,0.4,43.0,2.0
aotizhongxin_aq,2018-05-05 13:00:00,50.0,145.0,76.0,0.6,27.0,2.0
aotizhongxin_aq,2018-05-05 14:00:00,69.0,260.0,42.0,0.5,68.0,5.0
aotizhongxin_aq,2018-05-05 15:00:00,75.0,303.0,54.0,0.6,54.0,5.0
aotizhongxin_aq,2018-05-05 16:00:00,77.0,311.0,67.0,0.6,40.0,4.0
aotizhongxin_aq,2018-05-05 17:00:00,74.0,308.0,80.0,0.6,22.0,3.0
aotizhongxin_aq,2018-05-05 18:00:00,70.0,248.0,102.0,0.6,2.0,3.0
aotizhongxin_aq,2018-05-05 19:00:00,63.0,229.0,103.0,0.7,2.0,5.0
aotizhongxin_aq,2018-05-05 20:00:00,62.0,204.0,90.0,0.7,2.0,4.0
aotizhongxin_aq,2018-05-05 21:00:00,64.0,185.0,87.0,0.6,2.0,4.0
aotizhongxin_aq,2018-05-05 22:00:00,52.0,169.0,85.0,0.6,2.0,3.0
aotizhongxin_aq,2018-05-05 23:00:00,61.0,169.0,78.0,0.5,2.0,3.0
aotizhongxin_aq,2018-05-06 00:00:00,67.0,190.0,60.0,0.6,16.0,4.0
aotizhongxin_aq,2018-05-06 01:00:00,76.0,198.0,52.0,0.5,36.0,4.0
aotizhongxin_aq,2018-05-06 02:00:00,91.0,181.0,50.0,0.5,53.0,4.0
aotizhongxin_aq,2018-05-06 03:00:00,122.0,213.0,47.0,0.5,76.0,4.0
aotizhongxin_aq,2018-05-06 04:00:00,96.0,216.0,28.0,0.5,119.0,4.0
aotizhongxin_aq,2018-05-06 05:00:00,87.0,150.0,18.0,0.4,146.0,2.0
aotizhongxin_aq,2018-05-06 06:00:00,62.0,130.0,13.0,0.3,145.0,2.0
aotizhongxin_aq,2018-05-06 07:00:00,74.0,169.0,16.0,0.3,161.0,2.0
aotizhongxin_aq,2018-05-06 08:00:00,75.0,164.0,18.0,0.4,168.0,2.0
aotizhongxin_aq,2018-05-06 09:00:00,65.0,187.0,19.0,0.4,168.0,3.0
aotizhongxin_aq,2018-05-06 10:00:00,65.0,173.0,23.0,0.5,162.0,3.0
aotizhongxin_aq,2018-05-06 11:00:00,57.0,146.0,24.0,0.5,147.0,6.0
aotizhongxin_aq,2018-05-06 12:00:00,54.0,160.0,32.0,0.5,130.0,7.0
aotizhongxin_aq,2018-05-06 13:00:00,51.0,169.0,39.0,0.5,116.0,4.0
aotizhongxin_aq,2018-05-06 14:00:00,49.0,181.0,50.0,0.6,92.0,4.0
aotizhongxin_aq,2018-05-06 15:00:00,50.0,193.0,53.0,0.6,77.0,5.0
aotizhongxin_aq,2018-05-06 16:00:00,46.0,159.0,65.0,0.5,55.0,5.0
aotizhongxin_aq,2018-05-06 17:00:00,48.0,156.0,67.0,0.5,48.0,5.0
aotizhongxin_aq,2018-05-06 18:00:00,52.0,179.0,91.0,0.5,15.0,4.0
aotizhongxin_aq,2018-05-06 19:00:00,52.0,118.0,113.0,0.6,2.0,4.0
aotizhongxin_aq,2018-05-06 20:00:00,54.0,155.0,115.0,0.7,2.0,4.0
aotizhongxin_aq,2018-05-06 21:00:00,50.0,142.0,103.0,0.6,2.0,4.0
aotizhongxin_aq,2018-05-06 22:00:00,47.0,113.0,86.0,0.5,5.0,2.0
aotizhongxin_aq,2018-05-06 23:00:00,41.0,107.0,71.0,0.6,21.0,2.0
aotizhongxin_aq,2018-05-07 00:00:00,46.0,108.0,65.0,0.6,45.0,3.0
aotizhongxin_aq,2018-05-07 01:00:00,51.0,146.0,43.0,0.5,75.0,5.0
aotizhongxin_aq,2018-05-07 02:00:00,54.0,120.0,42.0,0.6,81.0,6.0
aotizhongxin_aq,2018-05-07 03:00:00,62.0,103.0,28.0,0.7,96.0,10.0
aotizhongxin_aq,2018-05-07 04:00:00,66.0,151.0,29.0,1.0,117.0,15.0
aotizhongxin_aq,2018-05-07 05:00:00,85.0,198.0,40.0,1.8,146.0,30.0
aotizhongxin_aq,2018-05-07 06:00:00,108.0,244.0,45.0,2.4,175.0,37.0
aotizhongxin_aq,2018-05-07 07:00:00,93.0,191.0,26.0,1.2,205.0,17.0
aotizhongxin_aq,2018-05-07 08:00:00,88.0,159.0,29.0,1.0,199.0,9.0
aotizhongxin_aq,2018-05-07 09:00:00,67.0,116.0,29.0,1.0,213.0,10.0
aotizhongxin_aq,2018-05-07 10:00:00,51.0,69.0,28.0,0.6,157.0,5.0
aotizhongxin_aq,2018-05-07 11:00:00,36.0,54.0,29.0,0.4,122.0,3.0
aotizhongxin_aq,2018-05-07 12:00:00,26.0,55.0,34.0,0.3,100.0,2.0
aotizhongxin_aq,2018-05-07 13:00:00,25.0,62.0,38.0,0.3,81.0,2.0
aotizhongxin_aq,2018-05-07 14:00:00,27.0,64.0,43.0,0.3,65.0,3.0
aotizhongxin_aq,2018-05-07 15:00:00,28.0,59.0,44.0,0.3,57.0,3.0
aotizhongxin_aq,2018-05-07 16:00:00,24.0,55.0,43.0,0.3,55.0,3.0
aotizhongxin_aq,2018-05-07 17:00:00,22.0,54.0,39.0,0.4,57.0,4.0
aotizhongxin_aq,2018-05-07 18:00:00,22.0,56.0,59.0,0.4,37.0,5.0
aotizhongxin_aq,2018-05-07 19:00:00,19.0,55.0,61.0,0.4,39.0,6.0
aotizhongxin_aq,2018-05-07 20:00:00,26.0,74.0,90.0,0.4,,5.0
aotizhongxin_aq,2018-05-07 21:00:00,22.0,82.0,79.0,0.4,8.0,4.0
aotizhongxin_aq,2018-05-07 22:00:00,29.0,88.0,103.0,0.6,2.0,6.0
aotizhongxin_aq,2018-05-07 23:00:00,32.0,106.0,96.0,0.7,2.0,6.0
aotizhongxin_aq,2018-05-08 00:00:00,34.0,65.0,86.0,0.6,10.0,7.0
aotizhongxin_aq,2018-05-08 01:00:00,42.0,75.0,69.0,0.5,39.0,6.0
aotizhongxin_aq,2018-05-08 02:00:00,35.0,51.0,31.0,0.2,85.0,4.0
aotizhongxin_aq,2018-05-08 03:00:00,37.0,50.0,24.0,0.2,99.0,4.0
aotizhongxin_aq,2018-05-08 04:00:00,37.0,55.0,17.0,0.2,116.0,3.0
aotizhongxin_aq,2018-05-08 05:00:00,29.0,55.0,12.0,0.2,134.0,3.0
aotizhongxin_aq,2018-05-08 06:00:00,43.0,63.0,13.0,0.2,144.0,3.0
aotizhongxin_aq,2018-05-08 07:00:00,37.0,70.0,14.0,0.2,154.0,4.0
aotizhongxin_aq,2018-05-08 08:00:00,45.0,64.0,15.0,0.3,166.0,4.0
aotizhongxin_aq,2018-05-08 09:00:00,44.0,73.0,17.0,0.3,175.0,5.0
aotizhongxin_aq,2018-05-08 10:00:00,39.0,78.0,19.0,0.3,175.0,4.0
aotizhongxin_aq,2018-05-08 11:00:00,34.0,76.0,23.0,0.3,164.0,4.0
aotizhongxin_aq,2018-05-08 12:00:00,32.0,77.0,28.0,0.4,158.0,5.0
aotizhongxin_aq,2018-05-08 13:00:00,37.0,61.0,31.0,0.4,127.0,6.0
aotizhongxin_aq,2018-05-08 14:00:00,39.0,67.0,31.0,0.3,109.0,7.0
aotizhongxin_aq,2018-05-08 15:00:00,36.0,74.0,39.0,0.3,89.0,7.0
aotizhongxin_aq,2018-05-08 16:00:00,35.0,82.0,52.0,0.3,65.0,6.0
aotizhongxin_aq,2018-05-08 17:00:00,37.0,85.0,63.0,0.4,46.0,6.0
aotizhongxin_aq,2018-05-08 18:00:00,34.0,78.0,63.0,0.4,43.0,7.0
aotizhongxin_aq,2018-05-08 19:00:00,33.0,80.0,66.0,0.4,38.0,7.0
aotizhongxin_aq,2018-05-08 20:00:00,36.0,86.0,106.0,0.5,2.0,7.0
aotizhongxin_aq,2018-05-08 22:00:00,39.0,117.0,103.0,0.5,2.0,6.0
aotizhongxin_aq,2018-05-08 23:00:00,43.0,101.0,99.0,0.6,2.0,7.0
aotizhongxin_aq,2018-05-09 00:00:00,46.0,107.0,96.0,0.7,2.0,8.0
aotizhongxin_aq,2018-05-09 01:00:00,57.0,115.0,89.0,0.7,15.0,10.0
aotizhongxin_aq,2018-05-09 02:00:00,61.0,116.0,92.0,0.7,23.0,10.0
aotizhongxin_aq,2018-05-09 03:00:00,67.0,102.0,74.0,0.7,62.0,11.0
aotizhongxin_aq,2018-05-09 04:00:00,77.0,94.0,47.0,0.5,114.0,12.0
aotizhongxin_aq,2018-05-09 05:00:00,66.0,93.0,26.0,0.4,159.0,11.0
aotizhongxin_aq,2018-05-09 06:00:00,47.0,122.0,15.0,,179.0,
aotizhongxin_aq,2018-05-09 07:00:00,,,,,,
aotizhongxin_aq,2018-05-09 08:00:00,43.0,,19.0,0.3,203.0,7.0
aotizhongxin_aq,2018-05-09 09:00:00,51.0,56.0,20.0,0.3,203.0,8.0
aotizhongxin_aq,2018-05-09 10:00:00,43.0,75.0,27.0,0.3,198.0,13.0
aotizhongxin_aq,2018-05-09 11:00:00,44.0,76.0,26.0,0.3,202.0,7.0
aotizhongxin_aq,2018-05-09 12:00:00,46.0,76.0,34.0,0.4,188.0,6.0
aotizhongxin_aq,2018-05-09 13:00:00,55.0,87.0,46.0,0.5,162.0,6.0
aotizhongxin_aq,2018-05-09 14:00:00,53.0,83.0,47.0,0.5,147.0,5.0
aotizhongxin_aq,2018-05-09 15:00:00,56.0,80.0,56.0,0.5,125.0,5.0
aotizhongxin_aq,2018-05-09 16:00:00,60.0,102.0,79.0,0.5,89.0,5.0
aotizhongxin_aq,2018-05-09 17:00:00,68.0,105.0,70.0,0.5,92.0,9.0
aotizhongxin_aq,2018-05-09 18:00:00,75.0,118.0,83.0,0.5,65.0,16.0
aotizhongxin_aq,2018-05-09 19:00:00,83.0,135.0,107.0,0.6,35.0,16.0
aotizhongxin_aq,2018-05-09 20:00:00,83.0,142.0,134.0,0.6,3.0,9.0
aotizhongxin_aq,2018-05-09 21:00:00,69.0,126.0,137.0,0.7,2.0,6.0
aotizhongxin_aq,2018-05-09 22:00:00,78.0,128.0,137.0,1.0,2.0,5.0
aotizhongxin_aq,2018-05-09 23:00:00,86.0,124.0,115.0,1.2,2.0,6.0
aotizhongxin_aq,2018-05-10 00:00:00,92.0,121.0,108.0,1.2,6.0,7.0
aotizhongxin_aq,2018-05-10 01:00:00,101.0,141.0,90.0,1.2,32.0,10.0
aotizhongxin_aq,2018-05-10 02:00:00,110.0,136.0,83.0,1.0,69.0,13.0
aotizhongxin_aq,2018-05-10 03:00:00,122.0,141.0,89.0,1.0,81.0,15.0
aotizhongxin_aq,2018-05-10 04:00:00,124.0,142.0,81.0,1.0,113.0,16.0
aotizhongxin_aq,2018-05-10 05:00:00,127.0,137.0,76.0,1.0,151.0,17.0
aotizhongxin_aq,2018-05-10 06:00:00,122.0,149.0,65.0,0.9,194.0,15.0
aotizhongxin_aq,2018-05-10 07:00:00,134.0,152.0,49.0,0.9,229.0,14.0
aotizhongxin_aq,2018-05-10 08:00:00,132.0,144.0,43.0,0.9,250.0,15.0
aotizhongxin_aq,2018-05-10 09:00:00,122.0,135.0,31.0,0.9,256.0,18.0
aotizhongxin_aq,2018-05-10 10:00:00,113.0,132.0,32.0,0.9,236.0,16.0
aotizhongxin_aq,2018-05-10 11:00:00,105.0,131.0,35.0,1.1,226.0,18.0
aotizhongxin_aq,2018-05-10 12:00:00,99.0,120.0,43.0,1.2,200.0,19.0
aotizhongxin_aq,2018-05-10 13:00:00,97.0,132.0,42.0,1.1,176.0,17.0
aotizhongxin_aq,2018-05-10 14:00:00,96.0,128.0,39.0,1.0,164.0,15.0
aotizhongxin_aq,2018-05-10 15:00:00,88.0,117.0,42.0,0.9,150.0,13.0
aotizhongxin_aq,2018-05-10 16:00:00,83.0,114.0,51.0,0.8,124.0,10.0
aotizhongxin_aq,2018-05-10 17:00:00,69.0,90.0,52.0,0.6,114.0,8.0
aotizhongxin_aq,2018-05-10 18:00:00,54.0,76.0,55.0,0.5,103.0,6.0
aotizhongxin_aq,2018-05-10 19:00:00,50.0,68.0,46.0,0.4,104.0,7.0
aotizhongxin_aq,2018-05-10 20:00:00,55.0,69.0,49.0,0.4,,9.0
aotizhongxin_aq,2018-05-10 21:00:00,53.0,74.0,48.0,0.4,87.0,9.0
aotizhongxin_aq,2018-05-10 22:00:00,66.0,87.0,42.0,0.5,93.0,10.0
aotizhongxin_aq,2018-05-10 23:00:00,62.0,85.0,49.0,0.4,83.0,8.0
aotizhongxin_aq,2018-05-11 00:00:00,42.0,62.0,52.0,0.4,84.0,5.0
aotizhongxin_aq,2018-05-11 01:00:00,45.0,70.0,64.0,0.5,69.0,5.0
aotizhongxin_aq,2018-05-11 02:00:00,56.0,87.0,62.0,0.5,70.0,6.0
aotizhongxin_aq,2018-05-11 03:00:00,62.0,79.0,58.0,0.6,80.0,6.0
aotizhongxin_aq,2018-05-11 04:00:00,65.0,87.0,62.0,0.6,79.0,5.0
aotizhongxin_aq,2018-05-11 05:00:00,73.0,93.0,74.0,0.8,64.0,5.0
aotizhongxin_aq,2018-05-11 06:00:00,94.0,122.0,77.0,0.8,61.0,4.0
aotizhongxin_aq,2018-05-11 07:00:00,82.0,93.0,50.0,0.7,107.0,5.0
aotizhongxin_aq,2018-05-11 08:00:00,66.0,,34.0,0.5,140.0,4.0
aotizhongxin_aq,2018-05-11 09:00:00,74.0,78.0,45.0,0.5,124.0,4.0
aotizhongxin_aq,2018-05-11 10:00:00,90.0,98.0,57.0,0.6,105.0,4.0
aotizhongxin_aq,2018-05-11 11:00:00,88.0,96.0,56.0,0.7,107.0,3.0
aotizhongxin_aq,2018-05-11 12:00:00,99.0,101.0,53.0,0.7,109.0,3.0
aotizhongxin_aq,2018-05-11 13:00:00,101.0,104.0,54.0,0.8,105.0,5.0
aotizhongxin_aq,2018-05-11 14:00:00,105.0,107.0,57.0,0.8,93.0,4.0
aotizhongxin_aq,2018-05-11 15:00:00,111.0,,58.0,0.8,79.0,4.0
aotizhongxin_aq,2018-05-11 16:00:00,128.0,,65.0,0.9,53.0,4.0
aotizhongxin_aq,2018-05-11 17:00:00,147.0,,73.0,1.2,29.0,5.0
aotizhongxin_aq,2018-05-11 18:00:00,170.0,,88.0,2.2,2.0,7.0
aotizhongxin_aq,2018-05-11 19:00:00,159.0,,81.0,2.6,2.0,5.0
aotizhongxin_aq,2018-05-11 20:00:00,160.0,,72.0,2.6,2.0,4.0
aotizhongxin_aq,2018-05-11 21:00:00,161.0,,72.0,2.5,2.0,2.0
aotizhongxin_aq,2018-05-11 22:00:00,161.0,,74.0,2.5,2.0,3.0
aotizhongxin_aq,2018-05-11 23:00:00,179.0,,67.0,2.5,2.0,4.0
aotizhongxin_aq,2018-05-12 00:00:00,203.0,,65.0,2.5,2.0,3.0
aotizhongxin_aq,2018-05-12 01:00:00,210.0,,59.0,2.3,11.0,2.0
aotizhongxin_aq,2018-05-12 02:00:00,213.0,,50.0,2.2,36.0,2.0
aotizhongxin_aq,2018-05-12 03:00:00,197.0,,42.0,1.8,90.0,2.0
aotizhongxin_aq,2018-05-12 04:00:00,203.0,,41.0,1.7,132.0,2.0
aotizhongxin_aq,2018-05-12 05:00:00,202.0,,42.0,1.7,156.0,3.0
aotizhongxin_aq,2018-05-12 06:00:00,177.0,,35.0,1.4,185.0,3.0
aotizhongxin_aq,2018-05-12 07:00:00,172.0,,30.0,1.2,203.0,2.0
aotizhongxin_aq,2018-05-12 08:00:00,157.0,,25.0,0.9,192.0,2.0
aotizhongxin_aq,2018-05-12 09:00:00,148.0,,24.0,1.0,181.0,2.0
aotizhongxin_aq,2018-05-12 10:00:00,156.0,,27.0,1.0,180.0,2.0
aotizhongxin_aq,2018-05-12 11:00:00,87.0,88.0,23.0,0.6,135.0,2.0
aotizhongxin_aq,2018-05-12 12:00:00,34.0,38.0,22.0,0.4,106.0,2.0
aotizhongxin_aq,2018-05-12 13:00:00,27.0,,26.0,0.4,92.0,2.0
aotizhongxin_aq,2018-05-12 14:00:00,24.0,,32.0,0.4,80.0,2.0
aotizhongxin_aq,2018-05-12 15:00:00,25.0,32.0,49.0,0.5,53.0,2.0
aotizhongxin_aq,2018-05-12 16:00:00,32.0,41.0,76.0,0.6,18.0,2.0
aotizhongxin_aq,2018-05-12 17:00:00,38.0,44.0,98.0,0.7,2.0,2.0
aotizhongxin_aq,2018-05-12 18:00:00,36.0,58.0,93.0,0.7,2.0,2.0
aotizhongxin_aq,2018-05-12 20:00:00,37.0,77.0,97.0,0.6,2.0,2.0
aotizhongxin_aq,2018-05-12 21:00:00,35.0,56.0,82.0,0.6,2.0,2.0
aotizhongxin_aq,2018-05-12 22:00:00,38.0,51.0,64.0,0.5,2.0,2.0
aotizhongxin_aq,2018-05-12 23:00:00,35.0,45.0,47.0,0.4,18.0,2.0
aotizhongxin_aq,2018-05-13 01:00:00,35.0,65.0,36.0,0.4,52.0,2.0
aotizhongxin_aq,2018-05-13 02:00:00,41.0,69.0,34.0,0.5,65.0,2.0
aotizhongxin_aq,2018-05-13 03:00:00,36.0,61.0,34.0,0.5,86.0,2.0
aotizhongxin_aq,2018-05-13 04:00:00,42.0,60.0,35.0,0.5,105.0,2.0
aotizhongxin_aq,2018-05-13 05:00:00,50.0,72.0,38.0,0.5,122.0,2.0
aotizhongxin_aq,2018-05-13 06:00:00,48.0,81.0,23.0,0.4,155.0,2.0
aotizhongxin_aq,2018-05-13 07:00:00,47.0,79.0,22.0,0.4,173.0,3.0
aotizhongxin_aq,2018-05-13 08:00:00,54.0,95.0,22.0,0.5,201.0,3.0
aotizhongxin_aq,2018-05-13 09:00:00,54.0,94.0,20.0,0.5,210.0,3.0
aotizhongxin_aq,2018-05-13 10:00:00,54.0,92.0,24.0,0.6,208.0,2.0
aotizhongxin_aq,2018-05-13 11:00:00,59.0,118.0,35.0,0.7,202.0,2.0
