id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
2971630,london_grid_067,2018-04-27 00:00:00,CLOUDY,7.1,1008.2558,90.0,210.77,7.21
2971631,london_grid_068,2018-04-27 00:00:00,RAIN,6.54,1005.7035,93.0,201.98,5.92
2971632,london_grid_069,2018-04-27 00:00:00,CLOUDY,6.31,1002.5316,93.0,195.4,5.84
2971633,london_grid_070,2018-04-27 00:00:00,CLOUDY,6.08,999.3598,92.0,188.72,5.83
2971634,london_grid_071,2018-04-27 00:00:00,CLOUDY,5.8,997.4993,91.0,187.06,5.79
2971635,london_grid_072,2018-04-27 00:00:00,CLOUDY,5.48,996.9502,90.0,190.47,5.68
2971636,london_grid_073,2018-04-27 00:00:00,CLOUDY,5.15,996.4011,89.0,194.01,5.58
2971637,london_grid_074,2018-04-27 00:00:00,CLOUDY,4.73,997.996,89.0,202.08,5.74
2971638,london_grid_075,2018-04-27 00:00:00,CLOUDY,4.31,999.5908,89.0,209.59,6.0
2971639,london_grid_076,2018-04-27 00:00:00,CLOUDY,4.01,999.5115,90.0,214.03,6.47
2971640,london_grid_077,2018-04-27 00:00:00,CLOUDY,3.83,997.7579,91.0,215.7,7.08
2971641,london_grid_078,2018-04-27 00:00:00,CLOUDY,3.65,996.0043,92.0,217.1,7.69
2971642,london_grid_079,2018-04-27 00:00:00,CLOUDY,3.84,998.7243,92.0,216.18,7.81
2971643,london_grid_080,2018-04-27 00:00:00,CLOUDY,4.03,1001.4443,92.0,215.28,7.93
2971644,london_grid_081,2018-04-27 00:00:00,CLOUDY,4.48,1002.163,90.0,215.46,7.84
2971645,london_grid_082,2018-04-27 00:00:00,CLOUDY,5.2,1000.8804,86.0,216.76,7.57
2971646,london_grid_083,2018-04-27 00:00:00,CLOUDY,5.93,999.5978,82.0,218.16,7.29
2971647,london_grid_084,2018-04-27 00:00:00,CLOUDY,9.9,1013.9019,76.0,214.22,14.31
2971648,london_grid_085,2018-04-27 00:00:00,CLOUDY,9.15,1013.034,80.0,216.04,12.21
2971649,london_grid_086,2018-04-27 00:00:00,CLOUDY,8.39,1012.1662,84.0,218.61,10.14
2971650,london_grid_087,2018-04-27 00:00:00,CLOUDY,7.76,1010.7006,87.0,218.09,8.45
2971651,london_grid_088,2018-04-27 00:00:00,CLOUDY,7.25,1008.6372,90.0,212.39,7.19
2971652,london_grid_089,2018-04-27 00:00:00,CLOUDY,6.75,1006.5738,93.0,204.39,6.03
2971653,london_grid_090,2018-04-27 00:00:00,CLOUDY,6.46,1003.2407,92.0,198.38,5.95
2971654,london_grid_091,2018-04-27 00:00:00,CLOUDY,6.18,999.9076,92.0,192.27,5.93
2971655,london_grid_092,2018-04-27 00:00:00,CLOUDY,5.87,997.8846,91.0,190.85,5.86
2971656,london_grid_093,2018-04-27 00:00:00,CLOUDY,5.53,997.1716,90.0,194.25,5.69
2971657,london_grid_094,2018-04-27 00:00:00,CLOUDY,5.19,996.4587,89.0,197.84,5.54
2971658,london_grid_095,2018-04-27 00:00:00,CLOUDY,4.72,998.5425,89.0,205.78,5.69
2971659,london_grid_096,2018-04-27 00:00:00,CLOUDY,4.25,1000.6264,89.0,213.18,5.94
2971660,london_grid_097,2018-04-27 00:00:00,CLOUDY,3.91,1000.6123,90.0,217.5,6.43
2971661,london_grid_098,2018-04-27 00:00:00,CLOUDY,3.71,998.5003,91.0,219.02,7.09
2971662,london_grid_099,2018-04-27 00:00:00,CLOUDY,3.52,996.3883,92.0,220.27,7.76
2971663,london_grid_100,2018-04-27 00:00:00,CLOUDY,3.74,998.8523,92.0,218.8,7.94
2971664,london_grid_101,2018-04-27 00:00:00,CLOUDY,3.96,1001.3163,92.0,217.4,8.13
2971665,london_grid_102,2018-04-27 00:00:00,CLOUDY,4.33,1002.1732,91.0,216.95,8.11
2971666,london_grid_103,2018-04-27 00:00:00,CLOUDY,4.84,1001.4231,88.0,217.41,7.86
2971667,london_grid_104,2018-04-27 00:00:00,CLOUDY,5.36,1000.6731,85.0,217.91,7.61
2971668,london_grid_105,2018-04-27 00:00:00,CLOUDY,9.91,1013.7483,76.0,215.5,14.3
2971669,london_grid_106,2018-04-27 00:00:00,CLOUDY,9.18,1012.8011,80.0,217.28,12.12
2971670,london_grid_107,2018-04-27 00:00:00,CLOUDY,8.45,1011.8538,83.0,219.85,9.95
2971671,london_grid_108,2018-04-27 00:00:00,CLOUDY,7.86,1010.593,86.0,219.42,8.3
2971672,london_grid_109,2018-04-27 00:00:00,CLOUDY,7.41,1009.0186,89.0,214.02,7.18
2971673,london_grid_110,2018-04-27 00:00:00,CLOUDY,6.95,1007.4442,92.0,206.72,6.14
2971674,london_grid_111,2018-04-27 00:00:00,CLOUDY,6.62,1003.9498,92.0,201.24,6.07
2971675,london_grid_112,2018-04-27 00:00:00,CLOUDY,6.28,1000.4555,92.0,195.69,6.06
2971676,london_grid_113,2018-04-27 00:00:00,CLOUDY,5.94,998.2699,91.0,194.55,5.95
2971677,london_grid_114,2018-04-27 00:00:00,CLOUDY,5.59,997.3931,90.0,198.0,5.72
2971678,london_grid_115,2018-04-27 00:00:00,CLOUDY,5.23,996.5162,88.0,201.71,5.52
2971679,london_grid_116,2018-04-27 00:00:00,CLOUDY,4.71,999.0891,89.0,209.53,5.66
2971680,london_grid_117,2018-04-27 00:00:00,CLOUDY,4.19,1001.6619,89.0,216.84,5.9
2971681,london_grid_118,2018-04-27 00:00:00,CLOUDY,3.82,1001.7131,90.0,221.01,6.41
2971682,london_grid_119,2018-04-27 00:00:00,CLOUDY,3.6,999.2427,91.0,222.32,7.13
2971683,london_grid_120,2018-04-27 00:00:00,CLOUDY,3.38,996.7723,92.0,223.38,7.85
2971684,london_grid_121,2018-04-27 00:00:00,CLOUDY,3.64,998.9803,92.0,221.34,8.1
2971685,london_grid_122,2018-04-27 00:00:00,CLOUDY,3.9,1001.1883,92.0,219.42,8.35
2971686,london_grid_123,2018-04-27 00:00:00,CLOUDY,4.18,1002.1835,91.0,218.35,8.37
2971687,london_grid_124,2018-04-27 00:00:00,CLOUDY,4.48,1001.9659,90.0,218.02,8.15
2971688,london_grid_125,2018-04-27 00:00:00,CLOUDY,4.78,1001.7483,89.0,217.68,7.93
2971689,london_grid_126,2018-04-27 00:00:00,CLOUDY,9.95,1013.7483,76.0,216.6,14.34
2971690,london_grid_127,2018-04-27 00:00:00,CLOUDY,9.36,1012.9752,79.0,218.64,12.56
2971691,london_grid_128,2018-04-27 00:00:00,CLOUDY,8.77,1012.202,82.0,221.35,10.79
2971692,london_grid_129,2018-04-27 00:00:00,CLOUDY,8.18,1010.7466,85.0,221.12,9.2
2971693,london_grid_130,2018-04-27 00:00:00,CLOUDY,7.58,1008.609,88.0,216.17,7.81
2971694,london_grid_131,2018-04-27 00:00:00,CLOUDY,6.99,1006.4714,92.0,209.15,6.5
2971695,london_grid_132,2018-04-27 00:00:00,CLOUDY,6.62,1003.5326,92.0,204.05,6.35
2971696,london_grid_133,2018-04-27 00:00:00,CLOUDY,6.26,1000.5937,93.0,198.74,6.25
2971697,london_grid_134,2018-04-27 00:00:00,CLOUDY,5.91,998.9265,92.0,197.49,6.06
2971698,london_grid_135,2018-04-27 00:00:00,CLOUDY,5.57,998.531,90.0,200.62,5.75
2971699,london_grid_136,2018-04-27 00:00:00,CLOUDY,5.24,998.1354,89.0,204.1,5.46
2971700,london_grid_137,2018-04-27 00:00:00,CLOUDY,4.7,1000.3882,89.0,211.67,5.61
2971701,london_grid_138,2018-04-27 00:00:00,CLOUDY,4.16,1002.6411,90.0,218.75,5.84
2971702,london_grid_139,2018-04-27 00:00:00,CLOUDY,3.78,1002.595,90.0,222.9,6.38
2971703,london_grid_140,2018-04-27 00:00:00,CLOUDY,3.57,1000.25,91.0,224.32,7.15
2971704,london_grid_141,2018-04-27 00:00:00,CLOUDY,3.35,997.905,92.0,225.46,7.93
2971705,london_grid_142,2018-04-27 00:00:00,CLOUDY,3.56,998.9278,92.0,223.47,8.22
2971706,london_grid_143,2018-04-27 00:00:00,CLOUDY,3.76,999.9505,93.0,221.62,8.53
2971707,london_grid_144,2018-04-27 00:00:00,CLOUDY,4.04,1000.6449,92.0,220.39,8.58
2971708,london_grid_145,2018-04-27 00:00:00,CLOUDY,4.37,1001.011,91.0,219.65,8.36
2971709,london_grid_146,2018-04-27 00:00:00,CLOUDY,4.71,1001.3771,89.0,218.88,8.14
2971710,london_grid_147,2018-04-27 00:00:00,CLOUDY,9.98,1013.7483,76.0,217.69,14.39
2971711,london_grid_148,2018-04-27 00:00:00,CLOUDY,9.53,1013.1492,78.0,219.9,13.0
2971712,london_grid_149,2018-04-27 00:00:00,CLOUDY,9.09,1012.5502,80.0,222.64,11.63
2971713,london_grid_150,2018-04-27 00:00:00,CLOUDY,8.5,1010.9003,83.0,222.52,10.11
2971714,london_grid_151,2018-04-27 00:00:00,CLOUDY,7.76,1008.1995,88.0,218.0,8.45
2971715,london_grid_152,2018-04-27 00:00:00,CLOUDY,7.02,1005.4987,92.0,211.33,6.86
2971716,london_grid_153,2018-04-27 00:00:00,CLOUDY,6.62,1003.1153,93.0,206.62,6.63
2971717,london_grid_154,2018-04-27 00:00:00,CLOUDY,6.23,1000.732,93.0,201.6,6.45
2971718,london_grid_155,2018-04-27 00:00:00,CLOUDY,5.88,999.5832,93.0,200.32,6.18
2971719,london_grid_156,2018-04-27 00:00:00,CLOUDY,5.56,999.6689,91.0,203.22,5.79
2971720,london_grid_157,2018-04-27 00:00:00,CLOUDY,5.24,999.7546,89.0,206.53,5.41
2971721,london_grid_158,2018-04-27 00:00:00,CLOUDY,4.69,1001.6874,90.0,213.86,5.56
2971722,london_grid_159,2018-04-27 00:00:00,CLOUDY,4.14,1003.6202,90.0,220.69,5.79
2971723,london_grid_160,2018-04-27 00:00:00,CLOUDY,3.75,1003.4769,90.0,224.8,6.35
2971724,london_grid_161,2018-04-27 00:00:00,CLOUDY,3.53,1001.2574,91.0,226.3,7.18
2971725,london_grid_162,2018-04-27 00:00:00,CLOUDY,3.31,999.0378,92.0,227.49,8.02
2971726,london_grid_163,2018-04-27 00:00:00,CLOUDY,3.47,998.8753,93.0,225.53,8.36
2971727,london_grid_164,2018-04-27 00:00:00,CLOUDY,3.63,998.7127,93.0,223.73,8.72
2971728,london_grid_165,2018-04-27 00:00:00,CLOUDY,3.9,999.1063,92.0,222.34,8.79
2971729,london_grid_166,2018-04-27 00:00:00,CLOUDY,4.26,1000.0561,91.0,221.21,8.57
2971730,london_grid_167,2018-04-27 00:00:00,CLOUDY,4.63,1001.0058,90.0,220.01,8.35
2971731,london_grid_168,2018-04-27 00:00:00,CLOUDY,10.02,1013.8667,75.0,218.75,14.43
2971732,london_grid_169,2018-04-27 00:00:00,CLOUDY,9.69,1013.411,77.0,221.06,13.43
2971733,london_grid_170,2018-04-27 00:00:00,CLOUDY,9.36,1012.9553,79.0,223.75,12.45
2971734,london_grid_171,2018-04-27 00:00:00,CLOUDY,8.76,1011.0302,82.0,223.67,10.99
2971735,london_grid_172,2018-04-27 00:00:00,CLOUDY,7.88,1007.6356,87.0,219.5,9.08
2971736,london_grid_173,2018-04-27 00:00:00,CLOUDY,7.01,1004.2411,92.0,213.16,7.24
2971737,london_grid_174,2018-04-27 00:00:00,CLOUDY,6.61,1002.5131,93.0,208.71,6.91
2971738,london_grid_175,2018-04-27 00:00:00,CLOUDY,6.21,1000.7851,94.0,203.86,6.64
2971739,london_grid_176,2018-04-27 00:00:00,CLOUDY,5.84,1000.1892,93.0,202.54,6.28
2971740,london_grid_177,2018-04-27 00:00:00,CLOUDY,5.53,1000.7255,91.0,205.35,5.81
2971741,london_grid_178,2018-04-27 00:00:00,CLOUDY,5.21,1001.2618,90.0,208.63,5.36
2971742,london_grid_179,2018-04-27 00:00:00,CLOUDY,4.65,1002.5495,90.0,215.66,5.53
2971743,london_grid_180,2018-04-27 00:00:00,CLOUDY,4.1,1003.8372,90.0,222.18,5.77
2971744,london_grid_181,2018-04-27 00:00:00,CLOUDY,3.72,1003.6375,91.0,226.17,6.36
2971745,london_grid_182,2018-04-27 00:00:00,CLOUDY,3.52,1001.9505,91.0,227.74,7.24
2971746,london_grid_183,2018-04-27 00:00:00,CLOUDY,3.32,1000.2634,92.0,228.97,8.13
2971747,london_grid_184,2018-04-27 00:00:00,CLOUDY,3.45,999.3866,93.0,227.29,8.52
2971748,london_grid_185,2018-04-27 00:00:00,CLOUDY,3.58,998.5098,93.0,225.76,8.92
2971749,london_grid_186,2018-04-27 00:00:00,CLOUDY,3.82,998.5374,93.0,224.42,9.0
2971750,london_grid_187,2018-04-27 00:00:00,CLOUDY,4.18,999.4692,91.0,223.11,8.77
2971751,london_grid_188,2018-04-27 00:00:00,CLOUDY,4.53,1000.401,90.0,221.73,8.54
2971752,london_grid_189,2018-04-27 00:00:00,CLOUDY,10.06,1014.1035,75.0,219.78,14.48
2971753,london_grid_190,2018-04-27 00:00:00,CLOUDY,9.82,1013.7604,77.0,222.14,13.84
2971754,london_grid_191,2018-04-27 00:00:00,CLOUDY,9.58,1013.4174,78.0,224.71,13.23
2971755,london_grid_192,2018-04-27 00:00:00,CLOUDY,8.96,1011.1364,82.0,224.64,11.85
2971756,london_grid_193,2018-04-27 00:00:00,CLOUDY,7.96,1006.9175,87.0,220.75,9.69
2971757,london_grid_194,2018-04-27 00:00:00,CLOUDY,6.96,1002.6987,92.0,214.69,7.61
2971758,london_grid_195,2018-04-27 00:00:00,CLOUDY,6.57,1001.7259,93.0,210.4,7.18
2971759,london_grid_196,2018-04-27 00:00:00,CLOUDY,6.18,1000.7531,94.0,205.6,6.79
2971760,london_grid_197,2018-04-27 00:00:00,CLOUDY,5.81,1000.7447,94.0,204.23,6.34
2971761,london_grid_198,2018-04-27 00:00:00,CLOUDY,5.47,1001.7009,92.0,207.04,5.81
2971762,london_grid_199,2018-04-27 00:00:00,CLOUDY,5.13,1002.657,91.0,210.4,5.3
2971763,london_grid_200,2018-04-27 00:00:00,CLOUDY,4.59,1002.9745,91.0,217.06,5.51
2971764,london_grid_201,2018-04-27 00:00:00,CLOUDY,4.06,1003.2919,91.0,223.17,5.78
2971765,london_grid_202,2018-04-27 00:00:00,CLOUDY,3.71,1003.0769,91.0,227.01,6.4
2971766,london_grid_203,2018-04-27 00:00:00,CLOUDY,3.54,1002.3294,91.0,228.63,7.33
2971767,london_grid_204,2018-04-27 00:00:00,CLOUDY,3.37,1001.5818,92.0,229.89,8.26
2971768,london_grid_205,2018-04-27 00:00:00,CLOUDY,3.49,1000.4618,93.0,228.75,8.69
2971769,london_grid_206,2018-04-27 00:00:00,CLOUDY,3.6,999.3419,93.0,227.71,9.13
2971770,london_grid_207,2018-04-27 00:00:00,CLOUDY,3.81,998.938,93.0,226.62,9.22
2971771,london_grid_208,2018-04-27 00:00:00,CLOUDY,4.11,999.2503,92.0,225.35,8.97
2971772,london_grid_209,2018-04-27 00:00:00,CLOUDY,4.41,999.5626,91.0,224.01,8.72
2971773,london_grid_210,2018-04-27 00:00:00,CLOUDY,10.1,1014.3402,75.0,220.81,14.53
2971774,london_grid_211,2018-04-27 00:00:00,CLOUDY,9.95,1014.1098,76.0,223.15,14.26
2971775,london_grid_212,2018-04-27 00:00:00,CLOUDY,9.8,1013.8794,78.0,225.57,14.02
2971776,london_grid_213,2018-04-27 00:00:00,CLOUDY,9.16,1011.2426,81.0,225.47,12.7
2971777,london_grid_214,2018-04-27 00:00:00,CLOUDY,8.04,1006.1994,87.0,221.84,10.31
2971778,london_grid_215,2018-04-27 00:00:00,CLOUDY,6.91,1001.1562,93.0,216.07,7.99
2971779,london_grid_216,2018-04-27 00:00:00,CLOUDY,6.53,1000.9387,93.0,211.98,7.45
2971780,london_grid_217,2018-04-27 00:00:00,CLOUDY,6.15,1000.7211,94.0,207.26,6.94
2971781,london_grid_218,2018-04-27 00:00:00,CLOUDY,5.78,1001.3003,94.0,205.88,6.41
2971782,london_grid_219,2018-04-27 00:00:00,CLOUDY,5.42,1002.6763,93.0,208.72,5.82
2971783,london_grid_220,2018-04-27 00:00:00,CLOUDY,5.05,1004.0523,92.0,212.2,5.25
2971784,london_grid_221,2018-04-27 00:00:00,CLOUDY,4.53,1003.3995,91.0,218.48,5.49
2971785,london_grid_222,2018-04-27 00:00:00,CLOUDY,4.01,1002.7466,91.0,224.16,5.79
2971786,london_grid_223,2018-04-27 00:00:00,CLOUDY,3.69,1002.5162,91.0,227.82,6.45
2971787,london_grid_224,2018-04-27 00:00:00,CLOUDY,3.56,1002.7082,92.0,229.5,7.42
2971788,london_grid_225,2018-04-27 00:00:00,CLOUDY,3.42,1002.9002,92.0,230.79,8.4
2971789,london_grid_226,2018-04-27 00:00:00,CLOUDY,3.52,1001.537,93.0,230.15,8.87
2971790,london_grid_227,2018-04-27 00:00:00,CLOUDY,3.62,1000.1739,93.0,229.58,9.34
2971791,london_grid_228,2018-04-27 00:00:00,CLOUDY,3.8,999.3387,93.0,228.72,9.44
2971792,london_grid_229,2018-04-27 00:00:00,CLOUDY,4.04,999.0314,92.0,227.49,9.18
2971793,london_grid_230,2018-04-27 00:00:00,CLOUDY,4.28,998.7242,92.0,226.19,8.92
2971794,london_grid_231,2018-04-27 00:00:00,CLOUDY,10.14,1014.3466,75.0,221.9,14.54
2971795,london_grid_232,2018-04-27 00:00:00,CLOUDY,9.88,1014.0062,76.0,223.98,14.12
2971796,london_grid_233,2018-04-27 00:00:00,CLOUDY,9.62,1013.6657,78.0,226.19,13.73
2971797,london_grid_234,2018-04-27 00:00:00,CLOUDY,8.96,1011.2209,81.0,225.94,12.45
2971798,london_grid_235,2018-04-27 00:00:00,CLOUDY,7.91,1006.6718,87.0,222.26,10.31
2971799,london_grid_236,2018-04-27 00:00:00,CLOUDY,6.85,1002.1227,92.0,216.7,8.24
2971800,london_grid_237,2018-04-27 00:00:00,CLOUDY,6.49,1001.9563,93.0,212.58,7.61
2971801,london_grid_238,2018-04-27 00:00:00,CLOUDY,6.13,1001.7899,94.0,207.75,7.02
2971802,london_grid_239,2018-04-27 00:00:00,CLOUDY,5.82,1002.3422,94.0,206.44,6.44
2971803,london_grid_240,2018-04-27 00:00:00,CLOUDY,5.58,1003.6132,92.0,209.69,5.84
2971804,london_grid_241,2018-04-27 00:00:00,CLOUDY,5.33,1004.8843,91.0,213.68,5.25
2971805,london_grid_242,2018-04-27 00:00:00,CLOUDY,4.77,1003.2177,91.0,220.0,5.55
2971806,london_grid_243,2018-04-27 00:00:00,CLOUDY,4.22,1001.5511,90.0,225.62,5.91
2971807,london_grid_244,2018-04-27 00:00:00,CLOUDY,3.85,1001.2004,91.0,228.98,6.6
2971808,london_grid_245,2018-04-27 00:00:00,CLOUDY,3.68,1002.1655,91.0,230.28,7.6
2971809,london_grid_246,2018-04-27 00:00:00,CLOUDY,3.52,1003.1306,92.0,231.27,8.6
2971810,london_grid_247,2018-04-27 00:00:00,CLOUDY,3.62,1002.3844,93.0,230.9,9.07
2971811,london_grid_248,2018-04-27 00:00:00,CLOUDY,3.73,1001.6382,93.0,230.57,9.54
2971812,london_grid_249,2018-04-27 00:00:00,CLOUDY,3.89,1001.009,93.0,230.02,9.64
2971813,london_grid_250,2018-04-27 00:00:00,CLOUDY,4.11,1000.497,92.0,229.18,9.36
2971814,london_grid_251,2018-04-27 00:00:00,CLOUDY,4.33,999.985,92.0,228.29,9.08
2971815,london_grid_252,2018-04-27 00:00:00,CLOUDY,10.18,1014.353,75.0,222.98,14.56
2971816,london_grid_253,2018-04-27 00:00:00,CLOUDY,9.81,1013.9025,76.0,224.83,13.99
2971817,london_grid_254,2018-04-27 00:00:00,CLOUDY,9.44,1013.4519,78.0,226.83,13.44
2971818,london_grid_255,2018-04-27 00:00:00,CLOUDY,8.76,1011.1991,81.0,226.42,12.2
2971819,london_grid_256,2018-04-27 00:00:00,CLOUDY,7.78,1007.1441,87.0,222.68,10.31
2971820,london_grid_257,2018-04-27 00:00:00,CLOUDY,6.79,1003.0891,92.0,217.29,8.48
2971821,london_grid_258,2018-04-27 00:00:00,CLOUDY,6.45,1002.9739,93.0,213.17,7.77
2971822,london_grid_259,2018-04-27 00:00:00,CLOUDY,6.1,1002.8587,95.0,208.24,7.1
2971823,london_grid_260,2018-04-27 00:00:00,CLOUDY,5.86,1003.3841,94.0,207.0,6.47
2971824,london_grid_261,2018-04-27 00:00:00,CLOUDY,5.73,1004.5502,92.0,210.66,5.85
2971825,london_grid_262,2018-04-27 00:00:00,CLOUDY,5.61,1005.7163,90.0,215.16,5.26
2971826,london_grid_263,2018-04-27 00:00:00,CLOUDY,5.01,1003.0359,90.0,221.49,5.61
2971827,london_grid_264,2018-04-27 00:00:00,CLOUDY,4.42,1000.3556,90.0,227.03,6.02
