id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3008430,london_grid_097,2018-04-28 00:00:00,CLOUDY,5.87,993.7254,97.0,7.8,17.87
3008431,london_grid_098,2018-04-28 00:00:00,CLOUDY,5.67,991.8195,97.0,9.51,17.81
3008432,london_grid_099,2018-04-28 00:00:00,CLOUDY,5.46,989.9135,97.0,11.24,17.76
3008433,london_grid_100,2018-04-28 00:00:00,CLOUDY,5.49,992.5939,96.0,13.01,17.33
3008434,london_grid_101,2018-04-28 00:00:00,PARTLY_CLOUDY_DAY,5.52,995.2742,96.0,14.87,16.91
3008435,london_grid_102,2018-04-28 00:00:00,CLOUDY,5.53,996.3756,95.0,17.01,16.57
3008436,london_grid_103,2018-04-28 00:00:00,CLOUDY,5.54,995.8982,94.0,19.44,16.31
3008437,london_grid_104,2018-04-28 00:00:00,CLOUDY,5.54,995.4208,93.0,21.94,16.09
3008438,london_grid_105,2018-04-28 00:00:00,CLOUDY,9.79,1004.8927,93.0,333.09,21.19
3008439,london_grid_106,2018-04-28 00:00:00,CLOUDY,9.3,1004.0223,94.0,335.91,18.7
3008440,london_grid_107,2018-04-28 00:00:00,CLOUDY,8.81,1003.1519,95.0,339.58,16.26
3008441,london_grid_108,2018-04-28 00:00:00,CLOUDY,8.39,1001.9967,96.0,343.44,15.04
3008442,london_grid_109,2018-04-28 00:00:00,CLOUDY,8.05,1000.5567,96.0,346.64,14.99
3008443,london_grid_110,2018-04-28 00:00:00,CLOUDY,7.71,999.1167,96.0,349.84,14.99
3008444,london_grid_111,2018-04-28 00:00:00,CLOUDY,7.35,995.7887,96.0,352.81,15.94
3008445,london_grid_112,2018-04-28 00:00:00,RAIN,6.99,992.4607,97.0,355.43,16.92
3008446,london_grid_113,2018-04-28 00:00:00,RAIN,6.69,990.4383,97.0,357.76,17.54
3008447,london_grid_114,2018-04-28 00:00:00,RAIN,6.44,989.7215,97.0,359.97,17.8
3008448,london_grid_115,2018-04-28 00:00:00,RAIN,6.18,989.0048,98.0,2.12,18.08
3008449,london_grid_116,2018-04-28 00:00:00,RAIN,6.14,991.7248,97.0,4.23,18.05
3008450,london_grid_117,2018-04-28 00:00:00,CLOUDY,6.1,994.4448,97.0,6.34,18.04
3008451,london_grid_118,2018-04-28 00:00:00,CLOUDY,5.96,994.6752,97.0,8.32,18.05
3008452,london_grid_119,2018-04-28 00:00:00,CLOUDY,5.74,992.4159,97.0,10.16,18.07
3008453,london_grid_120,2018-04-28 00:00:00,CLOUDY,5.52,990.1567,97.0,12.0,18.11
3008454,london_grid_121,2018-04-28 00:00:00,CLOUDY,5.54,992.5887,97.0,13.74,17.79
3008455,london_grid_122,2018-04-28 00:00:00,CLOUDY,5.56,995.0207,96.0,15.54,17.49
3008456,london_grid_123,2018-04-28 00:00:00,CLOUDY,5.53,996.2655,96.0,17.51,17.25
3008457,london_grid_124,2018-04-28 00:00:00,CLOUDY,5.47,996.3232,95.0,19.62,17.08
3008458,london_grid_125,2018-04-28 00:00:00,CLOUDY,5.4,996.3808,95.0,21.78,16.94
3008459,london_grid_126,2018-04-28 00:00:00,CLOUDY,9.91,1004.7327,93.0,328.67,20.0
3008460,london_grid_127,2018-04-28 00:00:00,CLOUDY,9.49,1004.0287,94.0,332.41,18.11
3008461,london_grid_128,2018-04-28 00:00:00,CLOUDY,9.07,1003.3247,95.0,336.99,16.32
3008462,london_grid_129,2018-04-28 00:00:00,CLOUDY,8.65,1001.9737,95.0,341.48,15.29
3008463,london_grid_130,2018-04-28 00:00:00,CLOUDY,8.24,999.9756,96.0,345.23,14.99
3008464,london_grid_131,2018-04-28 00:00:00,CLOUDY,7.82,997.9775,96.0,349.11,14.75
3008465,london_grid_132,2018-04-28 00:00:00,CLOUDY,7.48,995.2076,97.0,352.11,15.68
3008466,london_grid_133,2018-04-28 00:00:00,RAIN,7.14,992.4377,97.0,354.78,16.65
3008467,london_grid_134,2018-04-28 00:00:00,RAIN,6.85,990.9337,97.0,357.18,17.3
3008468,london_grid_135,2018-04-28 00:00:00,RAIN,6.61,990.6956,98.0,359.49,17.63
3008469,london_grid_136,2018-04-28 00:00:00,RAIN,6.36,990.4575,98.0,1.72,17.99
3008470,london_grid_137,2018-04-28 00:00:00,RAIN,6.29,992.8652,97.0,4.08,18.02
3008471,london_grid_138,2018-04-28 00:00:00,CLOUDY,6.21,995.2729,97.0,6.43,18.07
3008472,london_grid_139,2018-04-28 00:00:00,CLOUDY,6.06,995.4124,97.0,8.6,18.13
3008473,london_grid_140,2018-04-28 00:00:00,CLOUDY,5.83,993.2838,97.0,10.57,18.2
3008474,london_grid_141,2018-04-28 00:00:00,CLOUDY,5.61,991.1551,97.0,12.52,18.29
3008475,london_grid_142,2018-04-28 00:00:00,CLOUDY,5.57,992.407,97.0,14.22,18.06
3008476,london_grid_143,2018-04-28 00:00:00,CLOUDY,5.53,993.6588,97.0,15.97,17.85
3008477,london_grid_144,2018-04-28 00:00:00,CLOUDY,5.49,994.6054,96.0,17.78,17.66
3008478,london_grid_145,2018-04-28 00:00:00,CLOUDY,5.44,995.2467,96.0,19.68,17.49
3008479,london_grid_146,2018-04-28 00:00:00,CLOUDY,5.39,995.888,96.0,21.61,17.34
3008480,london_grid_147,2018-04-28 00:00:00,RAIN,10.03,1004.5727,93.0,323.73,18.94
3008481,london_grid_148,2018-04-28 00:00:00,CLOUDY,9.68,1004.0351,94.0,328.69,17.59
3008482,london_grid_149,2018-04-28 00:00:00,CLOUDY,9.33,1003.4975,94.0,334.42,16.4
3008483,london_grid_150,2018-04-28 00:00:00,CLOUDY,8.91,1001.9506,95.0,339.59,15.56
3008484,london_grid_151,2018-04-28 00:00:00,CLOUDY,8.42,999.3945,96.0,343.81,14.99
3008485,london_grid_152,2018-04-28 00:00:00,CLOUDY,7.92,996.8383,97.0,348.34,14.51
3008486,london_grid_153,2018-04-28 00:00:00,CLOUDY,7.6,994.6265,97.0,351.4,15.43
3008487,london_grid_154,2018-04-28 00:00:00,RAIN,7.28,992.4146,97.0,354.11,16.38
3008488,london_grid_155,2018-04-28 00:00:00,RAIN,7.0,991.429,98.0,356.59,17.06
3008489,london_grid_156,2018-04-28 00:00:00,RAIN,6.77,991.6697,98.0,359.01,17.47
3008490,london_grid_157,2018-04-28 00:00:00,RAIN,6.54,991.9103,98.0,1.31,17.9
3008491,london_grid_158,2018-04-28 00:00:00,RAIN,6.43,994.0057,97.0,3.93,17.98
3008492,london_grid_159,2018-04-28 00:00:00,RAIN,6.32,996.1011,97.0,6.52,18.1
3008493,london_grid_160,2018-04-28 00:00:00,CLOUDY,6.15,996.1497,97.0,8.86,18.22
3008494,london_grid_161,2018-04-28 00:00:00,CLOUDY,5.92,994.1516,97.0,10.96,18.34
3008495,london_grid_162,2018-04-28 00:00:00,CLOUDY,5.7,992.1535,97.0,13.04,18.48
3008496,london_grid_163,2018-04-28 00:00:00,CLOUDY,5.6,992.2252,97.0,14.69,18.34
3008497,london_grid_164,2018-04-28 00:00:00,CLOUDY,5.5,992.2969,97.0,16.37,18.22
3008498,london_grid_165,2018-04-28 00:00:00,CLOUDY,5.44,992.9452,97.0,18.05,18.07
3008499,london_grid_166,2018-04-28 00:00:00,CLOUDY,5.41,994.1702,96.0,19.73,17.9
3008500,london_grid_167,2018-04-28 00:00:00,CLOUDY,5.38,995.3952,96.0,21.45,17.74
3008501,london_grid_168,2018-04-28 00:00:00,RAIN,10.14,1004.5375,93.0,317.21,17.77
3008502,london_grid_169,2018-04-28 00:00:00,RAIN,9.85,1004.1356,94.0,323.65,16.81
3008503,london_grid_170,2018-04-28 00:00:00,CLOUDY,9.57,1003.7337,94.0,330.77,16.09
3008504,london_grid_171,2018-04-28 00:00:00,CLOUDY,9.14,1001.9103,95.0,336.84,15.41
3008505,london_grid_172,2018-04-28 00:00:00,CLOUDY,8.59,998.6655,96.0,341.83,14.65
3008506,london_grid_173,2018-04-28 00:00:00,CLOUDY,8.03,995.4208,97.0,347.31,14.01
3008507,london_grid_174,2018-04-28 00:00:00,RAIN,7.74,993.863,97.0,350.51,14.92
3008508,london_grid_175,2018-04-28 00:00:00,RAIN,7.45,992.3052,98.0,353.33,15.88
3008509,london_grid_176,2018-04-28 00:00:00,RAIN,7.19,991.87,98.0,355.94,16.61
3008510,london_grid_177,2018-04-28 00:00:00,RAIN,6.98,992.5574,98.0,358.48,17.11
3008511,london_grid_178,2018-04-28 00:00:00,RAIN,6.76,993.2447,97.0,0.86,17.63
3008512,london_grid_179,2018-04-28 00:00:00,RAIN,6.59,994.7065,97.0,3.74,17.83
3008513,london_grid_180,2018-04-28 00:00:00,RAIN,6.42,996.1683,97.0,6.56,18.06
3008514,london_grid_181,2018-04-28 00:00:00,CLOUDY,6.23,996.1683,97.0,9.05,18.26
3008515,london_grid_182,2018-04-28 00:00:00,CLOUDY,6.01,994.7065,97.0,11.27,18.41
3008516,london_grid_183,2018-04-28 00:00:00,CLOUDY,5.8,993.2447,97.0,13.44,18.58
3008517,london_grid_184,2018-04-28 00:00:00,CLOUDY,5.67,992.6124,97.0,15.07,18.51
3008518,london_grid_185,2018-04-28 00:00:00,CLOUDY,5.53,991.9801,97.0,16.7,18.45
3008519,london_grid_186,2018-04-28 00:00:00,CLOUDY,5.45,992.2681,97.0,18.27,18.34
3008520,london_grid_187,2018-04-28 00:00:00,CLOUDY,5.41,993.4764,97.0,19.79,18.17
3008521,london_grid_188,2018-04-28 00:00:00,CLOUDY,5.38,994.6847,96.0,21.33,18.01
3008522,london_grid_189,2018-04-28 00:00:00,RAIN,10.24,1004.6271,93.0,308.65,16.63
3008523,london_grid_190,2018-04-28 00:00:00,RAIN,10.01,1004.3302,94.0,316.85,15.87
3008524,london_grid_191,2018-04-28 00:00:00,CLOUDY,9.77,1004.0332,94.0,325.68,15.45
3008525,london_grid_192,2018-04-28 00:00:00,CLOUDY,9.35,1001.8527,95.0,332.99,14.88
3008526,london_grid_193,2018-04-28 00:00:00,CLOUDY,8.75,997.7887,96.0,339.08,13.97
3008527,london_grid_194,2018-04-28 00:00:00,CLOUDY,8.15,993.7248,97.0,345.93,13.24
3008528,london_grid_195,2018-04-28 00:00:00,RAIN,7.9,992.9171,98.0,349.39,14.17
3008529,london_grid_196,2018-04-28 00:00:00,RAIN,7.65,992.1094,98.0,352.42,15.15
3008530,london_grid_197,2018-04-28 00:00:00,RAIN,7.42,992.2566,98.0,355.2,15.95
3008531,london_grid_198,2018-04-28 00:00:00,RAIN,7.21,993.3586,97.0,357.88,16.55
3008532,london_grid_199,2018-04-28 00:00:00,RAIN,7.01,994.4607,97.0,0.36,17.19
3008533,london_grid_200,2018-04-28 00:00:00,RAIN,6.76,994.9676,97.0,3.51,17.54
3008534,london_grid_201,2018-04-28 00:00:00,RAIN,6.52,995.4745,97.0,6.53,17.95
3008535,london_grid_202,2018-04-28 00:00:00,RAIN,6.3,995.4681,97.0,9.16,18.24
3008536,london_grid_203,2018-04-28 00:00:00,CLOUDY,6.1,994.9484,97.0,11.47,18.41
3008537,london_grid_204,2018-04-28 00:00:00,CLOUDY,5.91,994.4287,97.0,13.74,18.6
3008538,london_grid_205,2018-04-28 00:00:00,CLOUDY,5.77,993.5686,97.0,15.36,18.57
3008539,london_grid_206,2018-04-28 00:00:00,CLOUDY,5.63,992.7084,97.0,16.97,18.55
3008540,london_grid_207,2018-04-28 00:00:00,CLOUDY,5.52,992.574,97.0,18.47,18.46
3008541,london_grid_208,2018-04-28 00:00:00,CLOUDY,5.45,993.1654,97.0,19.85,18.3
3008542,london_grid_209,2018-04-28 00:00:00,CLOUDY,5.38,993.7568,97.0,21.25,18.15
3008543,london_grid_210,2018-04-28 00:00:00,RAIN,10.34,1004.7167,93.0,299.09,15.92
3008544,london_grid_211,2018-04-28 00:00:00,RAIN,10.16,1004.5247,93.0,309.31,15.17
3008545,london_grid_212,2018-04-28 00:00:00,CLOUDY,9.98,1004.3327,93.0,320.21,14.94
3008546,london_grid_213,2018-04-28 00:00:00,CLOUDY,9.56,1001.7951,94.0,328.87,14.42
3008547,london_grid_214,2018-04-28 00:00:00,CLOUDY,8.92,996.9119,96.0,336.06,13.33
3008548,london_grid_215,2018-04-28 00:00:00,CLOUDY,8.27,992.0288,98.0,344.37,12.48
3008549,london_grid_216,2018-04-28 00:00:00,RAIN,8.06,991.9712,98.0,348.15,13.43
3008550,london_grid_217,2018-04-28 00:00:00,RAIN,7.84,991.9136,98.0,351.42,14.43
3008551,london_grid_218,2018-04-28 00:00:00,RAIN,7.64,992.6432,98.0,354.4,15.29
3008552,london_grid_219,2018-04-28 00:00:00,RAIN,7.45,994.1599,97.0,357.23,15.99
3008553,london_grid_220,2018-04-28 00:00:00,RAIN,7.25,995.6767,97.0,359.82,16.74
3008554,london_grid_221,2018-04-28 00:00:00,RAIN,6.93,995.2287,97.0,3.27,17.26
3008555,london_grid_222,2018-04-28 00:00:00,RAIN,6.61,994.7807,98.0,6.51,17.83
3008556,london_grid_223,2018-04-28 00:00:00,RAIN,6.37,994.7679,98.0,9.27,18.22
3008557,london_grid_224,2018-04-28 00:00:00,RAIN,6.19,995.1903,98.0,11.68,18.41
3008558,london_grid_225,2018-04-28 00:00:00,CLOUDY,6.01,995.6127,97.0,14.04,18.63
3008559,london_grid_226,2018-04-28 00:00:00,CLOUDY,5.87,994.5247,97.0,15.64,18.63
3008560,london_grid_227,2018-04-28 00:00:00,CLOUDY,5.72,993.4367,97.0,17.24,18.65
3008561,london_grid_228,2018-04-28 00:00:00,CLOUDY,5.59,992.8799,97.0,18.66,18.59
3008562,london_grid_229,2018-04-28 00:00:00,CLOUDY,5.49,992.8543,97.0,19.9,18.44
3008563,london_grid_230,2018-04-28 00:00:00,CLOUDY,5.38,992.8288,97.0,21.17,18.3
3008564,london_grid_231,2018-04-28 00:00:00,RAIN,10.42,1004.6079,94.0,286.71,15.55
3008565,london_grid_232,2018-04-28 00:00:00,RAIN,10.19,1004.2982,94.0,297.75,14.06
3008566,london_grid_233,2018-04-28 00:00:00,RAIN,9.95,1003.9884,94.0,310.78,13.19
3008567,london_grid_234,2018-04-28 00:00:00,CLOUDY,9.55,1001.639,95.0,321.84,12.47
3008568,london_grid_235,2018-04-28 00:00:00,CLOUDY,8.98,997.2499,96.0,331.06,11.56
3008569,london_grid_236,2018-04-28 00:00:00,CLOUDY,8.41,992.8608,98.0,341.54,10.99
3008570,london_grid_237,2018-04-28 00:00:00,RAIN,8.25,992.8416,98.0,346.34,11.98
3008571,london_grid_238,2018-04-28 00:00:00,RAIN,8.08,992.8224,98.0,350.39,13.04
3008572,london_grid_239,2018-04-28 00:00:00,RAIN,7.92,993.5225,97.0,353.87,14.03
3008573,london_grid_240,2018-04-28 00:00:00,RAIN,7.75,994.942,97.0,356.98,14.96
3008574,london_grid_241,2018-04-28 00:00:00,RAIN,7.57,996.3615,96.0,359.71,15.92
3008575,london_grid_242,2018-04-28 00:00:00,RAIN,7.16,994.91,97.0,3.33,16.67
3008576,london_grid_243,2018-04-28 00:00:00,RAIN,6.75,993.4585,98.0,6.62,17.48
3008577,london_grid_244,2018-04-28 00:00:00,RAIN,6.46,993.3318,98.0,9.4,18.02
3008578,london_grid_245,2018-04-28 00:00:00,RAIN,6.28,994.5299,98.0,11.83,18.27
3008579,london_grid_246,2018-04-28 00:00:00,CLOUDY,6.11,995.728,98.0,14.18,18.57
3008580,london_grid_247,2018-04-28 00:00:00,CLOUDY,5.98,995.2595,98.0,15.76,18.56
3008581,london_grid_248,2018-04-28 00:00:00,CLOUDY,5.85,994.791,97.0,17.35,18.56
3008582,london_grid_249,2018-04-28 00:00:00,CLOUDY,5.73,994.4428,97.0,18.74,18.51
3008583,london_grid_250,2018-04-28 00:00:00,CLOUDY,5.61,994.215,97.0,19.97,18.4
3008584,london_grid_251,2018-04-28 00:00:00,CLOUDY,5.5,993.9872,97.0,21.21,18.3
3008585,london_grid_252,2018-04-28 00:00:00,RAIN,10.5,1004.4992,94.0,274.33,15.92
3008586,london_grid_253,2018-04-28 00:00:00,RAIN,10.21,1004.0716,94.0,284.82,13.59
3008587,london_grid_254,2018-04-28 00:00:00,RAIN,9.92,1003.6441,95.0,298.91,11.9
3008588,london_grid_255,2018-04-28 00:00:00,RAIN,9.53,1001.4828,95.0,312.43,10.79
3008589,london_grid_256,2018-04-28 00:00:00,RAIN,9.04,997.5878,97.0,324.34,9.91
3008590,london_grid_257,2018-04-28 00:00:00,CLOUDY,8.55,993.6928,98.0,337.84,9.53
3008591,london_grid_258,2018-04-28 00:00:00,RAIN,8.44,993.712,98.0,344.05,10.54
3008592,london_grid_259,2018-04-28 00:00:00,RAIN,8.33,993.7312,97.0,349.11,11.65
3008593,london_grid_260,2018-04-28 00:00:00,RAIN,8.2,994.4019,97.0,353.25,12.78
3008594,london_grid_261,2018-04-28 00:00:00,RAIN,8.04,995.7241,96.0,356.68,13.92
3008595,london_grid_262,2018-04-28 00:00:00,RAIN,7.89,997.0463,96.0,359.58,15.1
3008596,london_grid_263,2018-04-28 00:00:00,RAIN,7.39,994.5913,97.0,3.39,16.08
3008597,london_grid_264,2018-04-28 00:00:00,RAIN,6.88,992.1362,98.0,6.74,17.12
3008598,london_grid_265,2018-04-28 00:00:00,RAIN,6.54,991.8956,98.0,9.53,17.81
3008599,london_grid_266,2018-04-28 00:00:00,RAIN,6.37,993.8694,98.0,11.97,18.14
3008600,london_grid_267,2018-04-28 00:00:00,CLOUDY,6.2,995.8432,98.0,14.32,18.5
3008601,london_grid_268,2018-04-28 00:00:00,CLOUDY,6.09,995.9942,98.0,15.89,18.48
